rk,player,nation,pos,squad,age,born,mp,starts,min,90s,gls,ast,g_a,g_pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxg_xag,prgc,prgp,prgr,gls,ast,g_a,g_pk,g_a_pk,xg,xag,xg_xag,npxg,npxg_xag,matches
106,Christian Günter,de GER,DF,Freiburg,32-192,1993,2,2,170,1.9,0,1,1,0,0,0,1,0,0.0,0.0,0.4,0.4,2,5,7,0.00,0.53,0.53,0.00,0.53,0.01,0.22,0.23,0.01,0.23,Matches
107,Janik Haberer,de GER,MF,Union Berlin,31-159,1994,2,2,147,1.6,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,2,1,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
108,Robin Hack,de GER,"FW,MF",Gladbach,27-012,1998,2,2,180,2.0,0,0,0,0,0,0,0,0,0.3,0.3,0.6,0.9,8,14,15,0.00,0.00,0.00,0.00,0.00,0.14,0.32,0.46,0.14,0.46,Matches
109,Albian Hajdari,ch SUI,DF,Hoffenheim,22-113,2003,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
110,Andreas Hanche-Olsen,no NOR,DF,Mainz 05,28-234,1997,2,1,109,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,0,2,1,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06,Matches
111,Isak Hansen-Aarøen,no NOR,FW,Werder Bremen,21-017,2004,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
112,Ramon Hendriks,nl NED,DF,Stuttgart,24-052,2001,2,1,99,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
113,Daniel Heuer Fernandes,pt POR,GK,Hamburger SV,32-299,1992,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
114,Piero Hincapié,ec ECU,DF,Leverkusen,23-242,2002,1,1,90,1.0,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,2,8,1,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.38,0.38,0.38,Matches
115,Nicolas Höfler,de GER,MF,Freiburg,35-183,1990,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.18,0.18,0.18,Matches
116,Lucas Höler,de GER,FW,Freiburg,31-060,1994,2,2,174,1.9,0,0,0,0,0,0,0,0,0.8,0.8,0.0,0.8,0,4,11,0.00,0.00,0.00,0.00,0.00,0.41,0.00,0.41,0.41,0.41,Matches
117,Benedict Hollerbach,de GER,FW,Mainz 05,24-114,2001,1,1,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
118,Franck Honorat,fr FRA,"FW,MF",Gladbach,29-028,1996,2,2,180,2.0,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.7,9,12,26,0.00,0.00,0.00,0.00,0.00,0.15,0.21,0.36,0.15,0.36,Matches
119,Mathias Honsak,at AUT,FW,Heidenheim,28-262,1996,2,1,96,1.1,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,0,2,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.31,0.31,0.31,Matches
120,Andreas Hountondji,bj BEN,FW,St. Pauli,23-059,2002,2,2,135,1.5,2,0,2,2,0,0,0,0,0.3,0.3,0.1,0.4,5,4,9,1.33,0.00,1.33,1.33,1.33,0.23,0.04,0.27,0.23,0.27,Matches
121,Robin Hranáč,cz CZE,DF,Hoffenheim,25-222,2000,2,2,145,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
122,Timo Hübers,de GER,DF,Köln,29-050,1996,2,2,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
123,Denis Huseinbasic,ba BIH,MF,Köln,24-067,2001,1,1,58,0.6,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,2,0,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.33,0.33,0.33,Matches
124,Oscar Højlund,dk DEN,MF,Eint Frankfurt,20-247,2005,2,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
125,Arijon Ibrahimović,de GER,"FW,MF",Heidenheim,19-271,2005,2,2,127,1.4,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,2,3,3,0.00,0.00,0.00,0.00,0.00,0.33,0.02,0.35,0.33,0.35,Matches
126,Andrej Ilic,rs SRB,FW,Union Berlin,25-158,2000,2,2,180,2.0,0,1,1,0,0,0,1,0,0.9,0.9,0.2,1.2,1,4,7,0.00,0.50,0.50,0.00,0.50,0.47,0.11,0.59,0.47,0.59,Matches
127,Cyriaque Irié,bf BFA,FW,Freiburg,20-080,2005,1,0,31,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,6,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,Matches
128,Lee Jae-sung,kr KOR,"FW,MF",Mainz 05,33-029,1992,2,2,180,2.0,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.9,0,1,13,0.00,0.00,0.00,0.00,0.00,0.27,0.16,0.44,0.27,0.44,Matches
129,Kristijan Jakić,hr CRO,"MF,FW",Augsburg,28-117,1997,2,2,180,2.0,1,1,2,1,0,0,0,0,0.3,0.3,0.2,0.5,3,6,5,0.50,0.50,1.00,0.50,1.00,0.13,0.12,0.25,0.13,0.25,Matches
130,Luca Jaquez,ch SUI,DF,Stuttgart,22-098,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches
131,Finn Jeltsch,de GER,DF,Stuttgart,19-053,2006,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
132,Castrop Jens,kr KOR,MF,Gladbach,22-041,2003,2,0,24,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,2,3,0.00,0.00,0.00,0.00,0.00,0.37,0.00,0.37,0.37,0.37,Matches
133,Moritz Jenz,de GER,DF,Wolfsburg,26-131,1999,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
134,Ísak Jóhannesson,is ISL,MF,Köln,22-169,2003,2,2,169,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,8,2,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Matches
135,Lazar Jovanović,rs SRB,"FW,MF",Stuttgart,18-282,2006,2,0,36,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,2,1,2,0.00,0.00,0.00,0.00,0.00,0.17,0.19,0.36,0.17,0.36,Matches
136,Anthony Jung,de GER,DF,Freiburg,33-309,1991,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,Matches
137,Josip Juranović,hr CRO,DF,Union Berlin,30-023,1995,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.30,0.00,0.30,Matches
138,Martijn Kaars,nl NED,"MF,FW",St. Pauli,26-187,1999,1,0,22,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,4,2,6,0.00,0.00,0.00,0.00,0.00,0.84,0.07,0.91,0.84,0.91,Matches
139,Anton Kade,de GER,DF,Augsburg,21-234,2004,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,3,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
140,Florian Kainz,at AUT,MF,Köln,32-319,1992,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
141,Jakub Kamiński,pl POL,"MF,FW",Köln,23-095,2002,2,2,180,2.0,1,0,1,1,0,0,0,0,1.0,1.0,0.7,1.7,4,5,14,0.50,0.00,0.50,0.50,0.50,0.51,0.35,0.86,0.51,0.86,Matches
142,Harry Kane,eng ENG,FW,Bayern Munich,32-042,1993,2,2,175,1.9,3,2,5,3,0,0,0,0,0.7,0.7,1.6,2.4,2,7,9,1.54,1.03,2.57,1.54,2.57,0.39,0.82,1.21,0.39,1.21,Matches
143,Atakan Karazor,,MF,Stuttgart,28-330,1996,2,2,144,1.6,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,5,4,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14,Matches
144,Lennart Karl,de GER,FW,Bayern Munich,17-198,2008,1,0,22,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,0,4,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.60,0.60,0.60,Matches
145,Mikkel Kaufmann,dk DEN,FW,Heidenheim,24-248,2001,2,1,76,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
146,Aljoscha Kemlein,de GER,MF,Union Berlin,21-037,2004,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.00,0.13,Matches
147,Luca Kerber,de GER,MF,Heidenheim,23-182,2002,2,1,96,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,1,1,7,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.00,0.15,Matches
148,Rani Khedira,de GER,MF,Union Berlin,31-224,1994,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
149,Joshua Kimmich,de GER,MF,Bayern Munich,30-212,1995,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.8,0.8,3,16,1,0.00,0.00,0.00,0.00,0.00,0.01,0.41,0.42,0.01,0.42,Matches
150,Ansgar Knauff,de GER,"MF,FW",Eint Frankfurt,23-241,2002,2,0,52,0.6,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.5,3,1,5,1.73,0.00,1.73,1.73,1.73,0.83,0.00,0.83,0.83,0.83,Matches
151,Gregor Kobel,ch SUI,GK,Dortmund,27-276,1997,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
152,Robin Koch,de GER,DF,Eint Frankfurt,29-053,1996,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
153,Christian Kofane,cm CMR,"FW,MF",Leverkusen,19-044,2006,2,1,78,0.9,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,1,0,5,0.00,0.00,0.00,0.00,0.00,0.47,0.03,0.50,0.47,0.50,Matches
154,Derrick Köhn,gh GHA,DF,Union Berlin,26-216,1999,2,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
155,Dominik Kohr,de GER,DF,Mainz 05,31-220,1994,2,2,179,2.0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,3,12,1,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.20,0.10,0.20,Matches
156,Mert Kömür,de GER,"FW,MF",Augsburg,20-053,2005,2,2,180,2.0,1,1,2,1,0,0,1,0,0.5,0.5,0.3,0.9,5,4,6,0.50,0.50,1.00,0.50,1.00,0.27,0.16,0.43,0.27,0.43,Matches
157,Ransford Königsdörffer,gh GHA,FW,Hamburger SV,23-360,2001,2,2,154,1.7,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,2,1,8,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15,Matches
158,Konstantinos Koulierakis,gr GRE,DF,Wolfsburg,21-284,2003,2,2,180,2.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,8,0,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,Matches
159,Alex Král,cz CZE,MF,Union Berlin,27-112,1998,2,1,87,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
160,Andrej Kramarić,hr CRO,MF,Hoffenheim,34-081,1991,2,2,148,1.6,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,6,7,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.04,0.04,0.04,Matches
161,Tom Krauß,de GER,"DF,MF",Köln,24-078,2001,2,1,99,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,4,1,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,Matches
162,Rasmus Kristensen,dk DEN,DF,Eint Frankfurt,28-059,1997,2,2,171,1.9,0,0,0,0,0,0,2,0,0.1,0.1,0.6,0.7,3,7,6,0.00,0.00,0.00,0.00,0.00,0.05,0.34,0.38,0.05,0.38,Matches
163,Lukas Kübler,de GER,DF,Freiburg,33-009,1992,2,2,174,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,10,5,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
164,Jonah Kusi-Asare,se SWE,FW,Bayern Munich,18-066,2007,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
165,Konrad Laimer,at AUT,DF,Bayern Munich,28-104,1997,2,2,138,1.5,0,1,1,0,0,0,2,0,0.7,0.7,0.7,1.4,5,6,14,0.00,0.65,0.65,0.00,0.65,0.43,0.49,0.92,0.43,0.92,Matches
166,Hugo Larsson,se SWE,MF,Eint Frankfurt,21-073,2004,2,2,172,1.9,0,2,2,0,0,0,0,0,0.0,0.0,0.1,0.1,0,6,0,0.00,1.05,1.05,0.00,1.05,0.00,0.05,0.05,0.00,0.05,Matches
167,Tim Lemperle,de GER,FW,Hoffenheim,23-215,2002,2,2,164,1.8,1,0,1,1,0,0,0,0,0.2,0.2,0.5,0.6,0,5,11,0.55,0.00,0.55,0.55,0.55,0.10,0.25,0.35,0.10,0.35,Matches
168,Jamie Leweling,de GER,"FW,DF",Stuttgart,24-194,2001,2,2,180,2.0,0,1,1,0,0,0,2,0,0.3,0.3,0.7,1.0,15,3,25,0.00,0.50,0.50,0.00,0.50,0.15,0.33,0.48,0.15,0.48,Matches
169,Philipp Lienhart,at AUT,DF,Freiburg,29-059,1996,2,2,180,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,10,3,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
170,Castello Lukeba,fr FRA,DF,RB Leipzig,22-265,2002,2,2,180,2.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,3,12,0,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches
171,Kristoffer Lund,us USA,DF,Köln,23-117,2002,2,2,134,1.5,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,3,2,4,0.00,0.00,0.00,0.00,0.00,0.06,0.05,0.11,0.06,0.11,Matches
172,Senne Lynen,be BEL,MF,Werder Bremen,26-201,1999,2,2,180,2.0,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,0,6,1,0.00,0.00,0.00,0.00,0.00,0.09,0.04,0.13,0.09,0.13,Matches
173,Koki Machida,jp JPN,DF,Hoffenheim,28-014,1997,1,1,44,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
174,Shuto Machino,jp JPN,FW,Gladbach,25-343,1999,2,1,82,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,0,2,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches
175,Arne Maier,de GER,DF,Augsburg,26-243,1999,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
176,Patrick Mainka,de GER,DF,Heidenheim,30-306,1994,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,7,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
177,Lovro Majer,hr CRO,MF,Wolfsburg,27-234,1998,2,2,132,1.5,0,1,1,0,0,0,0,0,0.1,0.1,0.3,0.4,5,6,5,0.00,0.68,0.68,0.00,0.68,0.04,0.23,0.27,0.04,0.27,Matches
178,Jordy Makengo,fr FRA,DF,Freiburg,24-036,2001,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.72,0.72,0.00,0.72,Matches
179,Said El Mala,de GER,"DF,FW",Köln,19-013,2006,2,0,46,0.5,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,0,0,5,1.96,0.00,1.96,1.96,1.96,0.15,0.03,0.19,0.15,0.19,Matches
180,Julián Malatini,ar ARG,DF,Werder Bremen,24-100,2001,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
181,Lennard Maloney,us USA,MF,Mainz 05,25-335,1999,1,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
182,Filippo Mane,it ITA,DF,Dortmund,20-184,2005,1,1,84,0.9,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
183,Johan Manzambi,ch SUI,MF,Freiburg,19-329,2005,2,2,170,1.9,0,0,0,0,0,0,1,0,0.1,0.1,0.7,0.8,10,13,7,0.00,0.00,0.00,0.00,0.00,0.06,0.39,0.45,0.06,0.45,Matches
184,Eric Martel,de GER,MF,Köln,23-132,2002,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
185,Han-Noah Massengo,fr FRA,MF,Augsburg,24-063,2001,2,2,179,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,5,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
186,Chrislain Matsima,fr FRA,DF,Augsburg,23-116,2002,2,2,180,2.0,1,0,1,1,0,0,1,0,0.2,0.2,0.0,0.2,1,4,1,0.50,0.00,0.50,0.50,0.50,0.09,0.00,0.09,0.09,0.09,Matches
187,Jean Mattéo Bahoya,fr FRA,FW,Eint Frankfurt,20-124,2005,2,2,128,1.4,2,1,3,2,0,0,0,0,1.1,1.1,0.9,2.0,4,3,14,1.41,0.70,2.11,1.41,2.11,0.79,0.61,1.40,0.79,1.40,Matches
188,Keke Maximilian Topp,de GER,FW,Werder Bremen,21-167,2004,2,0,33,0.4,0,1,1,0,0,0,0,0,0.1,0.1,0.8,0.9,2,0,7,0.00,2.73,2.73,0.00,2.73,0.19,2.21,2.40,0.19,2.40,Matches
189,Ibrahim Maza,dz ALG,"MF,FW",Leverkusen,19-288,2005,2,1,87,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
190,Samuel Mbangula,be BEL,FW,Werder Bremen,21-235,2004,2,2,134,1.5,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.3,4,3,5,0.00,0.00,0.00,0.00,0.00,0.12,0.10,0.22,0.12,0.22,Matches
191,Jonas Meffert,de GER,MF,Hamburger SV,31-004,1994,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
192,Connor Metcalfe,au AUS,MF,St. Pauli,25-307,1999,2,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,3,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
193,William Mikelbrencis,fr FRA,"DF,MF",Hamburger SV,21-195,2004,2,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
194,Kim Min-jae,kr KOR,DF,Bayern Munich,28-297,1996,1,0,23,0.3,0,1,1,0,0,0,0,0,0.0,0.0,0.3,0.3,1,0,0,0.00,3.91,3.91,0.00,3.91,0.00,1.09,1.09,0.00,1.09,Matches
195,Maximilian Mittelstädt,de GER,DF,Stuttgart,28-174,1997,2,2,163,1.8,0,0,0,0,0,0,1,0,0.1,0.1,0.5,0.6,3,23,5,0.00,0.00,0.00,0.00,0.00,0.04,0.27,0.31,0.04,0.31,Matches
196,Max Moerstedt,de GER,FW,Hoffenheim,,,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15,Matches
197,Miro Muheim,ch SUI,MF,Hamburger SV,27-168,1998,2,2,180,2.0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.3,8,10,7,0.00,0.00,0.00,0.00,0.00,0.08,0.09,0.16,0.08,0.16,Matches
198,Phillipp Mwene,at AUT,"DF,MF",Mainz 05,31-222,1994,2,2,158,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,2,4,10,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.24,0.00,0.24,Matches
199,Joakim Mæhle,dk DEN,DF,Wolfsburg,28-111,1997,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
200,Nikolas Nartey,dk DEN,DF,Stuttgart,25-198,2000,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
201,Paul Nebel,de GER,MF,Mainz 05,22-333,2002,1,1,59,0.7,0,0,0,0,0,0,0,1,0.2,0.2,0.0,0.2,0,1,3,0.00,0.00,0.00,0.00,0.00,0.29,0.05,0.34,0.29,0.34,Matches
202,Kosta Nedeljković,rs SRB,DF,RB Leipzig,19-266,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
203,Luca Netz,de GER,DF,Gladbach,22-116,2003,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
204,Manuel Neuer,de GER,GK,Bayern Munich,39-165,1986,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
205,Florian Neuhaus,de GER,MF,Gladbach,28-176,1997,2,0,32,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,2,5,3,0.00,0.00,0.00,0.00,0.00,0.32,0.13,0.45,0.32,0.45,Matches
206,Moritz Nicolas,de GER,GK,Gladbach,27-322,1997,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
207,Julian Niehues,de GER,MF,Heidenheim,24-144,2001,1,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.62,0.62,0.00,0.62,Matches
208,Justin Njinmah,de GER,FW,Werder Bremen,24-297,2000,2,2,154,1.7,1,0,1,1,0,0,1,0,0.3,0.3,0.0,0.3,2,2,12,0.58,0.00,0.58,0.58,0.58,0.18,0.00,0.18,0.18,0.18,Matches
209,Felix Nmecha,de GER,MF,Dortmund,24-333,2000,2,0,65,0.7,1,1,2,1,0,0,0,0,0.0,0.0,0.0,0.1,0,2,1,1.38,1.38,2.77,1.38,2.77,0.04,0.04,0.08,0.04,0.08,Matches
210,Arnaud Nordin,fr FRA,FW,Mainz 05,27-083,1998,1,1,81,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,2,8,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.13,0.13,0.13,Matches
211,Alexander Nübel,de GER,GK,Stuttgart,28-343,1996,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
212,Antonio Nusa,no NOR,FW,RB Leipzig,20-144,2005,2,1,135,1.5,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,10,4,10,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20,Matches
213,Michael Olise,fr FRA,"FW,MF",Bayern Munich,23-270,2001,2,2,180,2.0,3,0,3,3,0,0,2,0,1.8,1.8,0.2,2.0,10,10,16,1.50,0.00,1.50,1.50,1.50,0.91,0.08,0.99,0.91,0.99,Matches
214,Warmed Omari,km COM,DF,Hamburger SV,25-138,2000,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
215,Loïs Openda,be BEL,FW,RB Leipzig,25-204,2000,2,1,51,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,2,6,0.00,0.00,0.00,0.00,0.00,0.20,0.06,0.26,0.20,0.26,Matches
